Timestamp,Frame Time (s),Breach Type,Track ID,X,Y
2025-07-19 17:53:17,0,warning,3,463,424
2025-07-19 17:54:17,0,warning,3,463,424
2025-07-19 17:54:24,0,warning,3,463,424
2025-07-19 17:55:07,0,danger,1,520,412
2025-07-19 17:55:08,0,warning,2,549,397
